Crop_Name,Soil_Type,Temperature,Rainfall,Humidity,Fertilizer,Irrigation,Yield
Sugarcane,Sandy,28.745401188473625,242.60714596148742,88.29984854528513,189.7987726295555,17.34027960663655,1304.5517188880126
Cotton,Sandy,29.16145155592091,53.08767414437037,78.49549260809971,129.89311689605063,9.246782213565524,375.039915053939
Rice,Loamy,22.727374508106507,177.51067647801506,69.12726728878613,102.4756431632238,14.319450186421157,640.0044648183987
Maize,Sandy,17.789877213040835,93.82169728028272,48.318092164684586,84.72839810604431,20.703519227860273,312.285071398731
Soybean,Clay,18.993475643167194,127.13516576204174,59.620728443102124,35.574049526399726,17.150897038028766,311.7528143091455
Sugarcane,Sandy,25.976721140063837,202.63495397682354,81.00381234349004,118.30573522671682,22.427653651669054,1143.699770923837
Maize,Peaty,15.687770422304368,186.39806031181732,42.93899908000085,109.50267412247784,11.23422152178822,644.6349159654484
Potato,Sandy,18.69708911051054,195.4376941646838,68.75664116805572,142.7398729877027,22.896547008552975,691.2628046278359
Rice,Sandy,28.968499682166275,288.2811352534675,62.65477506155759,69.59828624191452,10.45227288910538,672.2554668266577
Potato,Loamy,20.426980635477918,174.3106263727894,47.83766633467947,63.71214116248569,15.85392166316497,371.07304701527414
Maize,Sandy,17.818484499495252,170.32954711310595,33.727532183988544,148.42643239206208,20.444895385933147,611.3631339994457
Rice,Silt,30.93510752061481,265.6905520028919,62.22133955202271,85.84657285442725,11.158690595251297,796.3429549956824
Barley,Peaty,32.26206851751187,143.4947190241337,46.54490124263246,37.627002034322835,11.219646434313244,389.97448311592217
Maize,Loamy,27.751149427104263,183.08191138644898,53.610746258097464,44.3513095125962,19.2648957444599,405.9040318487582
Soybean,Loamy,30.21570097233795,134.19157963542443,68.54835899772806,89.25547156372689,15.454656587639882,410.1748766030601
Maize,Saline,17.157828539866088,54.714377853010134,61.82052056318902,67.7227177291592,15.171413823294056,259.90753663101094
Cotton,Clay,33.15132947852186,87.39383437233124,50.519146151781484,120.66613662516585,9.57596330983245,375.4077910114726
Wheat,Peaty,12.418319308810066,96.48488261712865,64.24361138693251,90.67230052083389,13.714605901877178,361.5751281433867
Potato,Saline,31.07344153798229,77.98550883290537,74.62794992449889,94.72106902987808,21.14880310328125,363.13859679601893
Maize,Saline,17.201038490553536,84.19027438129126,51.355389431312815,128.16177191069917,22.214611665126867,453.1676257044791
Barley,Peaty,15.139042610623815,126.61209538663486,50.87055015743895,56.65293725648763,7.3973073466736565,334.10283548318085
Sugarcane,Silt,28.232029320207552,177.81859326150493,87.57547397237944,154.54444035689409,29.57673124081441,1083.4484707167107
Maize,Sandy,34.24894589884222,87.76734437380463,54.86242529461927,66.10539717801237,10.696809887549353,310.99602305789153
Potato,Silt,25.05358046457723,57.7218126874984,43.93232321183057,138.99190631599845,9.791237813339448,343.7459298749417
Rice,Silt,22.173423081368348,223.41791404163445,89.56951362331802,74.20552715115004,16.721355474058786,602.2207508617096
Maize,Clay,29.56432697223719,105.16746990788798,61.61529152967897,106.02356529130736,15.71549368149517,440.8507721536811
Potato,Silt,16.805795401088165,175.2953743383857,46.039003248586795,52.38222124798251,5.815502831095278,446.7055487194879
Rice,Silt,20.248817433917843,226.81395874489215,66.79487325593814,114.51727904094498,11.743664290049914,754.8952114273712
Maize,Peaty,28.81875476204932,108.01030194508061,76.83649943683673,46.50251329751919,11.821327021005171,296.8900593855755
Potato,Peaty,28.19968092068358,172.58333003018237,57.760040579973115,93.55806940272078,9.837045818009035,492.7175023718186
Sugarcane,Sandy,25.931027678058992,234.58236369299902,92.51045142908326,194.9652185909902,20.08544686573051,1440.7927830515312
Wheat,Saline,23.456653899288657,94.35432121325587,63.396266375728715,91.36253169234303,5.841399649950488,326.49735326105605
Barley,Peaty,18.232574281892276,184.78312827906188,60.321452982979494,31.10364619399556,7.0294308573206425,376.6524358908528
Rice,Sandy,30.3784279653904,247.79418892539007,66.7280792838168,121.2179221347536,12.372490874968001,662.6592519928104
Barley,Peaty,21.507993963185356,161.9737107677036,62.48164495236073,131.90680925930135,18.15225784600687,488.5244033339426
Soybean,Loamy,22.35431606118867,89.78035515225882,42.19948216895418,146.76126657029346,12.861954493335208,434.8664180848289
Soybean,Saline,32.84093110354227,144.67079389958943,69.74056517708243,90.31645117262306,16.53807769252718,387.9785529248156
Wheat,Clay,20.83678172892258,64.03861812204279,40.72947899294361,91.63778367257342,6.771106794070489,312.01339849315457
Potato,Loamy,33.80917168705828,193.0892865503881,75.74321951102243,74.41904403065332,5.309132330577349,450.64393422641854
Cotton,Saline,34.33309638087339,194.54299656338793,72.650472773368,65.33386704835029,12.701954572038506,510.1191569931244
Rice,Saline,32.76705007275285,197.53830077344165,65.08478240058278,105.68012624583501,19.361547741607808,708.800698920033
Barley,Loamy,16.943529875415372,142.25108400487545,79.50269250521316,46.810081828382884,15.366593047274735,425.8202783400356
Cotton,Loamy,32.54746143855911,161.11529266313067,64.8507870497634,114.29809007845311,12.189823024395103,539.178485578148
Wheat,Peaty,22.15170092018771,93.35361592900519,67.39721657669413,80.90739190887503,10.015162946871996,331.03048333782
Barley,Loamy,30.965903579335503,147.49458961666477,65.09834386288517,125.49512033233212,22.800106836351326,470.3746546115659
Soybean,Loamy,16.87963879681738,136.74202114942608,31.797113689837104,85.87176217589521,15.852892694151532,352.04827411735187
Rice,Loamy,24.298118781924266,238.62498908535161,60.915007498171484,53.734818874921444,18.226005606596583,602.0843176951214
Maize,Loamy,25.444865201096086,165.49903296479164,40.791051374842155,104.74685709828003,6.70694929987536,442.3188708467102
Wheat,Saline,10.775225817529115,76.5677315784074,56.219053648303195,90.99439211985653,12.260913337226615,341.13123093313783
Sugarcane,Peaty,28.22956472941246,219.27792921530556,76.77080628155186,165.84571310584542,16.17684572013399,1191.9874251104368
Rice,Saline,20.380261151231863,294.39726220168876,85.07940361536618,119.59742060936979,14.089529444142698,820.4565896483617
Rice,Peaty,23.75364347246893,232.3839997059181,81.43787768100186,116.01973767177313,12.799338969459429,691.9555219570242
Cotton,Saline,34.097305613263885,160.68453750436527,57.717702625570034,103.40648954812227,13.392001248555799,448.4484468241262
Maize,Silt,30.15692220928738,52.15902329446338,35.80363202534581,35.52031704261033,5.814576046379402,161.2641389839355
Cotton,Sandy,32.10921168022014,155.54867890700353,53.70869145436626,41.74009927812018,14.832317502336647,337.2092488015526
Cotton,Peaty,23.67703298475946,109.775710159606,60.79250490261082,106.21123810411726,5.90608019544089,367.3789176471326
Maize,Saline,22.492252292529425,143.87898735713546,55.15681292900439,132.77878094259867,18.173872632378902,499.8455306907157
Maize,Sandy,26.715511625469265,191.03453621374365,58.77370889379395,76.58039114478262,17.865764368847064,502.64336047713886
Soybean,Saline,24.165057809830333,131.84251839739022,77.07324043882626,76.33231653609292,24.223811276478283,412.2443263984459
Barley,Sandy,21.379512605875227,176.73129664541818,31.16359678679129,127.7362179106723,10.637095495468,531.4373373942645
Maize,Peaty,17.363296552433127,154.5105748046226,61.4471423389942,135.29664162324636,19.701420876077716,497.4502578862064
Rice,Loamy,22.661593156695844,262.5922127461288,84.20504217801792,149.0505142000673,14.126176769114265,903.5558040829275
Rice,Silt,25.580271286891747,266.46194411129954,70.22410620759054,143.07573256035647,18.58412751843012,985.7457505210083
Maize,Loamy,30.090857481693646,65.4685803253899,75.12764533397834,90.63028469374285,21.529149322154833,334.9569907079467
Sugarcane,Clay,28.200496010306118,234.32848427443008,79.73004196835407,101.62564772204476,28.580729646288955,1126.0715941478795
Sugarcane,Peaty,34.50061967050805,242.5910720406334,84.33594720308216,194.77558182546989,21.726682829674797,1237.8871918201307
Maize,Clay,20.86421543396129,99.2996818054874,63.62592280385192,120.2849435325216,20.83158087451697,403.25475515165493
Wheat,Loamy,18.242933234856032,72.07652506866884,66.63112548274898,68.0732010041663,6.170670164276059,276.97632313217395
Soybean,Peaty,17.859833641056717,164.22659475762083,60.91090316581305,42.13472113473483,6.682136122299949,338.7857631692221
Wheat,Silt,22.32790088935534,85.31211135782482,42.44046341925699,46.78701712681536,14.866395785011754,304.5268262704186
Cotton,Silt,22.485415915122406,105.59632206003363,70.63997836287513,143.66982928606305,24.720021276457416,462.3678856336037
Wheat,Peaty,11.252510750480031,88.85734579637185,56.75212749207415,73.9377607397581,14.06354385094736,381.8487596782343
Barley,Silt,17.223949646123028,123.89376564362887,30.567682238370953,86.23927703929516,6.126065513636747,402.2982296889022
Sugarcane,Silt,30.833687650971598,244.32588227118129,79.3717644880926,142.8568129422791,28.028986922841902,1365.3039631918211
Potato,Saline,19.47191677038905,194.4833809160917,30.60772373449082,146.38545920491669,5.863198239011522,558.0883153934454
Wheat,Silt,24.894471941789504,53.68982823676994,56.61562853203962,117.54420284952792,10.230978441701488,398.6040985026141
Barley,Clay,27.58797276270525,154.36230334769257,52.72705323838866,105.3069696100876,16.686286238462003,478.46972935809004
Sugarcane,Peaty,31.20132597801537,141.6071774471699,74.70302899309404,169.55476074099732,20.30028342039079,1044.1701206777009
Sugarcane,Clay,30.83656111850872,111.66019554474772,94.35987019165417,247.93161167194043,25.47242571029618,856.6809045121062
Cotton,Loamy,31.275900394138972,152.7096758830819,38.130846967244565,139.3112621392611,21.45074485846338,575.2317279643023
Sugarcane,Peaty,34.49799913291924,208.857926258254,85.33537989839475,162.73645544359283,28.9909272503102,1202.653986560673
Barley,Clay,31.211066615636657,198.09141939724168,37.52084455517641,101.29568584225622,12.61781713262043,515.7837367097267
Soybean,Clay,34.398287956292066,176.31783847035632,71.91643523555689,86.24317917539643,13.296390046753304,476.19571508167724
Sugarcane,Clay,33.64722376255053,221.93515136951163,94.99294183215326,249.4955255610858,23.33147558403941,1370.7182304168355
Sugarcane,Silt,32.68987415180511,241.7148594823642,91.24118476693529,137.10221526147964,21.758162029651402,1035.3947594831022
Soybean,Loamy,28.434013688117133,142.71923606868438,47.90813590164203,43.62691106395548,18.431463911855992,402.11769270972724
Barley,Loamy,25.406154018075867,165.8477587603459,56.008175055599665,132.2617800382248,16.03813677548971,591.8219117725437
Potato,Saline,23.06965732424794,70.1022842675961,31.43913381566695,120.61647068083428,17.406191027069294,385.06351646668554
Barley,Saline,29.08159536198447,81.94462422633661,36.818573779338486,31.74535988014583,12.01175117613194,204.7961539389974
Maize,Silt,23.749498440474582,185.62380417406226,47.412773351165015,91.6787386991773,20.67306025482286,597.8471700764544
Wheat,Sandy,15.948141734819053,81.10433501139367,65.87091126240236,115.96164989261138,6.470734809290379,374.85564617162646
Soybean,Silt,20.164887765979167,118.8703634357392,79.00162876427385,89.11417127914436,11.575032205750164,408.58113058190673
Rice,Sandy,29.501012814750887,186.02184281672896,62.27589984325992,62.88797219106492,11.280458389577724,478.3330201787998
Barley,Saline,21.913345666477262,184.51826148590177,53.69808201314362,110.10692862252326,8.446397424032597,521.9051334473087
Sugarcane,Saline,26.922890188086708,106.13029243997183,74.22337657680411,141.78855085479378,17.655157264151203,655.0759544717616
Sugarcane,Sandy,28.642698610480753,175.51259062822854,87.25987071573414,105.89682097616485,26.99115598363564,958.4587153099424
Soybean,Clay,27.558007789818156,62.26385479233079,73.67893120533887,140.50468806381758,6.221559197097275,386.9561015430827
Barley,Clay,29.965193807673167,77.6781529034566,40.467466166835514,74.45665233496584,14.690459703820427,297.2681001400982
Maize,Saline,27.36509543060592,105.33704593546585,53.12673580665739,119.69651257605078,5.733664057811958,420.87172719605627
Sugarcane,Peaty,33.95206837687199,176.7516163173499,83.30283713163288,116.07580170096641,21.711185502351817,868.0939207785024
Soybean,Sandy,25.652345329100463,86.37057554520945,43.46216154746905,75.27409957255472,5.401423955554527,258.9776164823589
Soybean,Clay,21.54994704355829,67.96431977288768,74.52636403699475,101.23109442648584,18.582046382889793,326.7896990304598
Soybean,Clay,30.783424772146766,124.76632983935859,34.34601440437118,94.45278501822574,16.736822360417584,407.76925106183063
Soybean,Peaty,17.551606055911275,92.56638586980867,48.154114819931756,107.51006895979215,16.41556609337824,443.97259336884895
Rice,Sandy,25.341450888467694,297.977287318947,78.17324458070661,73.72267917359945,11.017824726204037,738.827064049143
Wheat,Clay,12.410220598893336,59.32835120256529,48.55285506081541,53.86988762358038,13.967654246264251,240.65064021538407
Cotton,Clay,16.604674913232845,128.67670843553822,50.51984134948307,147.88543402903275,7.240778043361047,478.3786905966909
Cotton,Clay,32.310142517879605,172.56081064239197,42.895141352246995,50.5065104868079,18.37286439848862,436.6631749007072
Maize,Loamy,33.587519782551716,133.51443395208946,58.580634473494996,63.5974912392341,20.389858663838737,387.62200260237717
Cotton,Sandy,23.508728772328336,126.14155680266825,42.12048662075401,43.780418968704424,17.21240084883265,312.44609554574254
Barley,Silt,20.772611064805115,137.18573321339184,37.718135763710116,87.7368122225781,15.651788651031717,414.51308166761777
Sugarcane,Clay,26.34414676938974,109.50624557091515,94.74900580974864,148.35307674620844,27.148116687819524,828.3015636784226
Cotton,Peaty,20.092813095275275,152.22540833358937,68.01139299448432,101.47664887294131,14.431523771003167,377.22900398049734
Sugarcane,Peaty,34.29529144247826,224.5929111681594,94.12567276666282,118.64458352283171,25.963012128054665,1027.8474369068933
Sugarcane,Loamy,34.38340456821038,127.18495992484903,71.66240668416944,211.16809739350884,23.617096697698678,1008.1057681486762
Maize,Clay,30.905346237197804,80.24409800716168,38.18279714328523,49.711895751719155,21.29149440462764,314.54236114810703
Potato,Silt,28.303944413924,128.4598137153679,47.941524206175124,135.264064897573,12.848902148452709,463.39740960425
Rice,Peaty,25.65416644137361,219.40196785044097,69.04133622492427,124.76093801762511,15.027203900924793,806.7916774537564
Maize,Loamy,19.644253902936345,184.93618599118528,49.19456106866057,95.22634333367863,23.12944221929094,485.29770134283024
Wheat,Clay,24.097481854202126,81.38540265357089,50.047168439712586,51.14176581307098,12.94025189270296,303.2706199529231
Sugarcane,Clay,31.200727559285134,180.01916379644823,92.34731457627394,218.28958168367961,17.275123195991267,1015.4017343379656
Maize,Loamy,29.878925851453538,55.02986521036691,58.49448424356582,121.49504228888287,22.53531273523499,353.3687067994524
Potato,Clay,21.841634974318147,173.18859570080193,35.53158684776036,131.5742750081422,7.549773246639648,574.7158730999098
Soybean,Loamy,17.998348546975475,84.38770928489623,66.1126284196533,116.40438438552893,17.822952657705947,373.11616791152164
Sugarcane,Silt,31.939484444671002,181.40866650213943,76.29497647267382,151.85439902558792,17.723965752021385,1032.598167207624
Sugarcane,Clay,29.0085141676364,169.3008705466199,93.68208349029538,123.00271046741203,23.793447480251956,1048.3002362997995
Sugarcane,Sandy,30.05888678884466,191.71813531519717,70.45275459552101,230.81858634162273,28.981774237254186,1523.0719043745466
Wheat,Saline,23.837490717659435,85.36193171566993,44.57617128742784,86.10306881334506,11.06715046382856,376.910004618786
Wheat,Loamy,16.36196006953579,86.82221178123615,68.03101044307044,114.04548103254211,9.508393714041322,493.00015686041365
Soybean,Loamy,22.980054077402606,58.2142458233047,46.759862082295044,126.34241383176138,5.092640460092057,336.96181559227466
Barley,Sandy,21.669983433822885,109.7253040386415,56.86978014689615,140.38267396953125,11.926919887319226,501.0017440476011
Soybean,Clay,24.044358817796144,83.69072344099729,52.621975806634666,46.902842445575985,8.527739730124466,233.2526837644157
Wheat,Silt,17.475516591092195,70.9462724752274,67.445377032043,68.99151192933064,10.805883502780436,264.81163345777776
Potato,Clay,34.2214063493891,72.29940916296694,50.73120618635119,40.24196016943726,24.937485036918947,318.42728951609377
Potato,Clay,25.04390020662485,139.30775259800657,33.353823869421376,119.99525644790134,9.198111861911716,445.6137977782257
Cotton,Clay,18.81375441327333,55.48245017721423,53.60334725549996,97.78093599151397,6.314172788567047,278.2129938156104
Sugarcane,Sandy,32.755276166950104,167.99332521220413,83.1097567331895,166.11441204073424,21.01144591312989,909.159749670185
Wheat,Loamy,12.728921957429067,93.08928105067587,68.38346386400897,69.86474530238024,7.707446731435538,317.8401646678388
Rice,Loamy,29.659993148585237,211.31012566471446,60.761590669810346,65.61525973661904,17.159722288473976,616.1251205235417
Sugarcane,Saline,27.219721619329494,134.66121948821072,86.79731858996821,102.95658066315463,16.561628729768607,766.4568732121461
Maize,Sandy,30.998321707463788,76.78169930815004,62.63730539259374,58.581933725607186,6.988827855186903,283.32224241422784
Wheat,Clay,22.835447021594284,91.51099322834958,51.915505888553646,93.44681092565169,7.04984295415821,327.11688765433223
Cotton,Clay,20.862954605220267,184.45037277816797,30.650096175536802,40.26102370253617,9.157725102920546,328.67798413956166
Soybean,Saline,32.8534342215395,172.61653426076612,47.0908675848938,61.1308120117551,12.593848163345339,510.41076180057655
Sugarcane,Sandy,30.902949425148076,140.20954612343144,85.60372269622835,161.41174782868606,23.2807077127797,787.0655000181032
Wheat,Loamy,24.22679960443235,88.18028970798804,44.203395272993575,109.47743807183302,9.874311982495136,376.21681674679354
Sugarcane,Silt,33.94552226894091,219.97828839209728,80.63033761173084,103.37039624801761,19.030160390774192,1271.5272248722404
Soybean,Silt,20.157753708664046,70.90341111092363,71.74651183996495,148.12826168442626,15.513803646053717,438.37414979982157
Potato,Peaty,18.43358571696607,90.84609897790534,30.919533827373336,139.7158567872599,7.355021657802823,329.54008322256067
Rice,Clay,28.3126700377369,247.71305825277963,84.89225411121605,70.64212717606031,10.109958286584805,702.8548198052904
Cotton,Silt,17.737712601376145,185.00279627721577,73.69450387812577,101.68957226043699,17.010337208673068,464.04201415221274
Maize,Peaty,33.2882389184992,112.81557873381097,49.156926412474874,92.2701246339405,5.939319335501101,383.28325750861745
Soybean,Loamy,18.32566737512159,160.70504246395558,34.139933396256325,102.37825313596659,9.906982193626419,383.6048803143092
Sugarcane,Peaty,28.55672716464949,207.85688577763682,77.42804289057938,184.9606960445346,22.140756032986495,1098.1726950542688
